post,longitude,latitude
36330,-85.8421,31.3408
36330,-101.7886,20.9192
36330,-101.7581,21.0256
39824,-84.867,31.52
39823,-84.9353,31.3791
36361,-85.6405,31.4591
36361,-101.8383,21.0078
36420,-86.4905,31.2971
36420,-101.9025,20.9856
36420,-101.9118,20.956
36420,-101.9212,20.9264
36401,-86.9258,31.458
39851,-85.0548,31.6264
36317,-85.3911,31.6446
36072,-85.1455,31.8913
36081,-85.9655,31.7945
36439,-87.3414,31.4279
39401,-89.3065,31.3146
39402,-89.3775,31.3098
39403,-89.3824,31.3566
36569,-88.0521,31.533
36451,-87.7772,31.7088
39440,-89.1312,31.7054
36082,-85.9546,31.8028
36037,-86.6229,31.81
31821,-84.9711,32.1176
31821,-107.7469,31.1162
36859,-85.0082,32.2298
36752,-86.6471,32.2943
36752,-101.0794,20.7034
39360,-88.7168,31.9607
39360,-99.7143,16.9573
39360,-99.761,16.8062
39477,-89.0414,31.7909
39330,-88.8474,32.1563
39654,-90.128,31.5238
39601,-90.452,31.5858
39190,-91.2993,31.5788
39190,-99.286,17.5915
39190,-99.2769,17.5447
39190,-99.295,17.6383
39120,-91.3642,31.5492
39120,-99.5615,17.5108
39120,-99.6974,17.3908
39120,-99.6838,17.5143
39120,-99.487,17.5525
39120,-99.5137,17.4656
39122,-91.4032,31.5604
39122,-99.5415,17.3436
39069,-91.0582,31.7121
39069,-99.6974,17.3908
71361,-92.4198,31.3692
71306,-92.4451,31.3113
71306,-97.0953,16.9411
71306,-97.0767,16.9672
71306,-97.0883,16.9404
71306,-97.1235,16.9269
71306,-97.1047,16.9736
71306,-97.1111,16.9539
71306,-97.0733,16.9522
71306,-97.0917,16.98
71306,-97.143,16.9206
71306,-97.1261,16.9658
71306,-97.0861,16.9738
71306,-97.0875,16.9619
71306,-97.0967,16.9569
71306,-97.1114,16.9603
71434,-92.9435,31.433
71443,-93.1657,31.3374
71468,-93.1488,31.5157
71460,-93.5749,31.4693
71460,-97.013,16.5662
75959,-93.8457,31.4324
75972,-94.1326,31.5152
75972,-97.3267,18.2861
71471,-92.959,31.7596
71457,-93.0916,31.7617
71457,-97.2052,16.4917
71457,-97.1945,16.4983
71458,-93.0791,31.7476
71462,-93.7167,31.6938
75973,-93.9698,31.7131
75973,-97.2628,18.2783
39111,-89.7503,31.8495
39111,-99.4777,17.588
39150,-90.984,31.961
39150,-99.6762,17.659
39150,-99.6309,17.6446
39150,-99.6536,17.6518
39086,-90.8446,31.9564
39086,-99.6974,17.3908
39086,-99.569,17.5371
39086,-99.4849,17.5432
39086,-99.4914,17.5404
39086,-99.4933,17.5398
39086,-99.4948,17.5403
39086,-99.8805,17.5216
39208,-90.0897,32.2604
39208,-99.0931,16.8358
39208,-99.1252,16.8205
39208,-99.1091,16.8282
39272,-90.2595,32.1888
39272,-99.2133,17.0009
39272,-99.195,17.0152
39288,-90.132,32.2746
39288,-99.2277,16.8706
71483,-92.6366,31.9214
71483,-96.9482,16.6017
71066,-93.1966,31.8741
71066,-97.9737,16.7787
75935,-94.1869,31.7865
75935,-97.0181,18.3839
71226,-92.4374,32.2922
71226,-96.6833,17.0583
71047,-93.8881,32.3161
71047,-97.9608,16.8803
31905,-84.9315,32.3923
31905,-107.7938,29.4087
31999,-84.9877,32.461
31901,-84.9795,32.473
31901,-107.7672,29.4426
31906,-84.9484,32.4638
36083,-85.6861,32.4316
36116,-86.2421,32.3129
36105,-86.3104,32.3257
36108,-86.3529,32.3417
36117,-86.1833,32.3736
36109,-86.2434,32.3834
36075,-85.9162,32.3836
36104,-86.3081,32.373
36123,-86.3,32.3668
36112,-86.3491,32.3808
36112,-101.5119,21.0064
36112,-101.4214,20.9697
36112,-101.4378,20.963
36112,-101.4813,20.979
36113,-86.3039,32.3846
36113,-101.4164,20.9794
36767,-87.2214,32.2949
36775,-86.992,32.2844
36775,-101.181,20.5539
36775,-101.1651,20.6251
36702,-87.0211,32.4074
36066,-86.43,32.4787
36701,-87.0245,32.4197
31902,-84.9558,32.5243
31902,-107.831,29.4789
36803,-85.3783,32.6454
36803,-101.462,20.6609
36832,-85.5189,32.592
36831,-85.4808,32.6099
36045,-85.9486,32.619
36022,-86.3958,32.6082
36901,-88.1336,32.449
36925,-88.2683,32.4728
36925,-101.7825,20.4925
36925,-101.7728,20.4728
36925,-101.7872,20.4739
36925,-101.8125,20.4717
36925,-101.7675,20.465
36925,-101.7818,20.4443
36925,-101.7617,20.4575
36925,-101.8219,20.4642
36925,-101.7431,20.4948
36925,-101.7824,20.4641
36925,-101.7436,20.4425
36925,-101.8456,20.4742
36925,-101.7743,20.4425
36925,-101.7753,20.4692
36925,-101.8033,20.4509
36925,-101.8108,20.4844
36925,-101.7772,20.4525
36925,-101.793,20.4615
36925,-101.7647,20.4408
36925,-101.7461,20.4622
36745,-87.8986,32.414
39307,-88.7436,32.3736
39302,-88.7037,32.3643
31823,-84.8204,32.8226
31823,-107.7469,31.1162
36854,-85.1749,32.8113
36854,-101.1264,20.7919
36854,-101.1281,20.7547
36854,-101.1439,20.7842
36854,-101.1669,20.7856
36854,-101.1367,20.7539
36854,-101.1622,20.7564
36854,-101.1447,20.7564
36854,-101.1297,20.7736
36854,-101.1456,20.7625
36854,-101.1394,20.7931
31822,-84.896,32.8735
31822,-107.9156,31.1827
36863,-85.2161,32.8616
36863,-101.1567,20.5981
36863,-101.1589,20.6256
36863,-101.1244,20.6289
36863,-101.1476,20.6158
36863,-101.1378,20.5967
36863,-101.1564,20.6233
36863,-101.1672,20.6028
36863,-101.1678,20.6186
36863,-101.1569,20.6322
36863,-101.1392,20.5422
36863,-101.1606,20.6222
36863,-101.1571,20.6255
36863,-101.1378,20.6389
36863,-101.1269,20.6381
36863,-101.1351,20.6178
36863,-101.1369,20.6081
36863,-101.1422,20.6339
31833,-85.1197,32.8337
30240,-85.0739,33.0243
35045,-86.6425,32.8355
35045,-103.4907,25.728
35045,-103.4196,25.8513
35183,-86.3042,33.0238
35183,-103.6109,25.6348
35115,-86.8622,33.1248
35115,-103.4061,25.7167
35115,-103.3956,25.69
35115,-103.4091,25.7005
35111,-87.1024,33.2845
35111,-103.3527,25.8036
35111,-103.3597,25.7937
35111,-103.3736,25.7989
35111,-103.3527,25.7784
35111,-103.4907,25.728
35034,-87.2114,32.9357
35474,-87.5935,32.9108
35474,-105.6298,26.2366
35474,-105.6257,26.234
35474,-105.6215,26.2365
35474,-105.625,26.2329
35474,-105.6324,26.2252
35474,-105.6196,26.2389
35456,-87.4422,33.0618
35463,-87.6975,33.0843
35463,-105.8568,26.3153
35463,-105.6724,26.1841
35491,-88.0853,32.9237
35442,-88.1667,33.1228
35453,-87.3871,33.1767
35453,-105.6394,26.3226
35490,-87.2574,33.175
35490,-105.5245,26.0006
35404,-87.4827,33.1826
35405,-87.5144,33.1617
35403,-87.527,33.2045
35401,-87.5627,33.1969
35486,-87.5692,33.2098
35476,-87.5943,33.2273
35447,-88.1321,33.2485
35447,-106.3275,26.0722
35447,-106.2943,25.9275
35447,-106.2404,26.018
35447,-106.2828,26.0096
35447,-106.2612,26.038
35447,-106.2966,25.9424
35447,-106.2768,26.0594
39735,-89.2014,33.3517
39145,-89.7913,32.318
39145,-100.0649,17.5843
39145,-99.9239,17.6511
39145,-99.9944,17.6177
39207,-90.1848,32.2988
39207,-99.1523,16.8616
39269,-90.1886,32.3003
39269,-99.1508,17.237
39269,-99.1228,17.24
39269,-99.147,17.2619
39202,-90.1782,32.3149
39202,-99.1003,16.9231
39204,-90.2306,32.2832
39204,-99.1275,16.9664
39204,-99.1145,16.9798
39204,-99.1443,16.8995
39204,-99.1282,16.9591
39204,-99.1489,16.9897
39204,-99.1564,16.9217
39209,-90.2446,32.3184
39209,-99.1604,16.7915
39209,-99.1706,16.8061
39209,-99.0676,16.9572
39216,-90.1708,32.3386
39216,-99.0228,16.9325
39216,-99.0313,16.9341
39210,-90.1771,32.3218
39210,-98.9272,16.9092
39206,-90.1738,32.37
39206,-99.0587,16.8457
39206,-99.0417,16.8475
39206,-99.0419,16.8214
39206,-99.0544,16.8617
39211,-90.1293,32.3739
39211,-99.0116,17.0313
39211,-99.0205,17.0212
39211,-99.0028,17.0414
39174,-90.1544,32.3953
39174,-99.3993,17.5577
39174,-99.3675,17.5994
39058,-90.3218,32.3415
39058,-99.6869,17.5564
39161,-89.8686,32.4983
39157,-90.1207,32.4122
39158,-90.1323,32.4285
39130,-90.1154,32.4618
39130,-100.1186,17.8535
39130,-100.1253,17.7819
39130,-99.9775,17.9163
39130,-99.9922,17.74
39130,-99.875,17.8183
39130,-99.9458,17.8107
39130,-100.103,17.8526
39130,-99.9148,17.8425
39130,-100.0269,17.7338
39130,-100.065,17.8075
39130,-99.9346,17.6871
39130,-100.0052,17.811
39110,-90.1087,32.4671
39110,-99.6974,17.3908
39110,-99.8664,17.3113
39110,-99.8597,17.4464
39110,-99.9395,17.2757
39071,-90.3235,32.5578
71233,-90.927,32.3257
71233,-96.7586,17.0339
71233,-96.7617,17.0236
71233,-96.7811,17.0389
71233,-96.7775,17.0286
71233,-96.7528,17.0361
71233,-96.7434,17.0242
71233,-96.7756,17.0267
71233,-96.7458,17.0406
71233,-96.7758,17.0225
71233,-96.7903,17.0397
71233,-96.7814,17.0419
71233,-96.7858,17.0297
71233,-96.7689,17.0367
71233,-96.7542,17.03
71233,-96.7431,17.0411
71233,-96.7694,17.0278
71233,-96.7789,17.0239
71233,-96.7486,17.019
39180,-90.8507,32.3258
39180,-99.3747,17.6517
39181,-90.8642,32.3486
39181,-99.4103,17.5536
39163,-90.0907,32.6424
39163,-99.8194,17.6578
71237,-91.4913,32.6161
71207,-92.1193,32.5093
71207,-96.9401,16.8944
71209,-92.0756,32.5277
71245,-92.7158,32.5244
71245,-96.6911,17.065
71245,-96.7697,17.0531
71112,-93.6767,32.486
71105,-93.7143,32.4589
71105,-97.5703,17.0453
71105,-97.5875,17.0361
71105,-97.5765,16.9844
71105,-97.5922,16.9989
71105,-97.5623,16.9868
71104,-93.7349,32.483
71104,-97.5383,16.9694
71104,-97.5589,16.9894
71109,-93.8013,32.474
71033,-93.973,32.4429
71033,-97.9578,17.0325
71101,-93.7487,32.5037
71171,-93.7321,32.516
71150,-93.7434,32.5056
71150,-97.5002,17.018
71110,-93.6404,32.5137
71110,-97.7695,17.0187
71058,-93.2868,32.6154
71058,-98.0083,16.8528
71058,-98.0368,16.8091
71058,-97.987,16.8457
71058,-97.9737,16.7787
71058,-98.023,16.857
71058,-98.0138,16.8411
71055,-93.2886,32.6323
71055,-97.9737,16.7787
71055,-98.0564,16.7577
71055,-97.9019,16.7967
71009,-93.8871,32.5719
71009,-97.8894,16.9822
71040,-93.0288,32.7749
71040,-98.0099,16.9223
71040,-97.9908,16.8968
75661,-94.2001,32.6205
71044,-93.9022,32.9934
29442,-79.2264,33.4037
29585,-79.1341,33.4508
29585,-92.9606,17.3564
29576,-79.0528,33.5507
29510,-79.5604,33.4525
29510,-93.1447,17.6183
29510,-93.1596,17.6434
29510,-93.0889,17.6519
29510,-93.1934,17.6995
29510,-93.1817,17.5722
29510,-93.1487,17.6055
29577,-78.9137,33.6994
29572,-78.8044,33.7587
29572,-93.0775,17.3933
29587,-78.9632,33.6211
29575,-78.9736,33.6286
29588,-78.9782,33.7226
29556,-79.7832,33.6878
29556,-93.3544,17.3967
29598,-78.68,33.816
29598,-92.9538,17.4423
29582,-78.6606,33.8343
28468,-78.52,33.8836
28467,-78.5744,33.9047
28465,-78.1255,33.9161
28465,-103.7519,19.4039
28449,-77.9099,33.9927
29566,-78.6508,33.8768
28452,-78.5541,33.9973
28452,-103.7991,19.3707
29568,-78.7934,33.9064
29578,-78.9996,33.7389
29578,-93.0933,17.4645
29526,-79.0557,33.8731
29526,-93.0724,17.6346
29560,-79.7418,33.8655
29560,-93.2762,17.2941
29560,-93.2091,17.2908
29560,-93.2736,17.2853
28428,-77.8963,34.0366
28461,-78.0359,33.9654
28461,-103.796,19.4194
29569,-78.9161,34.0558
28480,-77.7932,34.2228
28412,-77.9141,34.1572
28403,-77.8862,34.2237
28403,-103.781,19.2368
28404,-77.9447,34.2257
28479,-78.0558,34.1553
28431,-78.8267,34.3223
29545,-78.9589,34.1668
29574,-79.2542,34.2044
29574,-93.1231,17.4197
29502,-79.7847,34.201
29042,-81.1407,33.3209
29018,-80.6709,33.3475
29018,-93.1475,16.7654
29018,-93.1373,16.7394
29142,-80.4805,33.4835
29142,-93.4612,17.0011
29117,-80.8556,33.4918
29817,-81.2718,33.3645
30906,-82.0099,33.3589
30906,-92.4105,15.3041
30906,-92.4231,15.3925
30906,-92.3878,15.3892
30906,-92.4283,15.3731
30906,-92.4269,15.3967
30906,-92.2668,15.2772
30906,-92.3619,15.3917
30906,-92.3278,15.3681
30906,-92.4067,15.3847
30906,-92.3828,15.385
30906,-92.293,15.3253
30906,-92.2817,15.3012
30906,-92.3778,15.3983
30906,-92.4175,15.365
30906,-92.4214,15.3256
29803,-81.6951,33.5059
29803,-92.6838,17.3633
30919,-82.091,33.386
30919,-92.2306,15.2392
30919,-92.2244,15.2678
30919,-92.2278,15.2472
30919,-92.2067,15.2422
30919,-92.423,15.3085
30919,-92.2127,15.2595
30919,-92.4085,15.3038
30919,-92.2397,15.2328
30919,-92.4214,15.3256
30919,-92.2183,15.2433
30919,-92.2328,15.2186
30919,-92.2358,15.2286
30919,-92.2444,15.2169
30919,-92.2228,15.2232
30919,-92.3906,15.2706
30919,-92.3528,15.2194
30919,-92.2556,15.3892
30919,-92.1964,15.23
30919,-92.2281,15.2214
30919,-92.215,15.2364
30919,-92.2431,15.2653
30919,-92.2681,15.2566
30812,-82.0321,33.3726
30812,-92.2983,14.8933
30812,-92.2936,15.1006
30812,-92.3001,15.0602
30812,-92.2831,15.0736
30812,-92.2849,15.0583
30812,-92.3055,15.131
30812,-92.2851,15.0539
30812,-92.2964,15.0794
30812,-92.3125,15.0744
30812,-92.2644,15.0319
30812,-92.3005,15.0967
30812,-92.1972,14.994
30901,-81.973,33.4601
30904,-82.0131,33.4737
30904,-92.3042,15.3228
30904,-92.3014,15.3414
30904,-92.2653,15.3347
30904,-92.3461,15.3103
30904,-92.3081,15.3236
30904,-92.3564,15.2994
30904,-92.3087,15.327
30904,-92.3506,15.3103
30904,-92.3397,15.3169
30904,-92.2967,15.3306
30904,-92.2767,15.3336
30904,-92.3285,15.3202
30904,-92.29,15.3499
30904,-92.2686,15.3439
30904,-92.2736,15.3406
30904,-92.3242,15.3272
30909,-82.0834,33.4717
30912,-81.9881,33.4705
29861,-81.9651,33.5018
29861,-92.7944,16.9322
29861,-92.7069,16.905
29861,-92.7436,16.9131
29861,-92.7177,16.9005
29861,-92.7369,16.9155
29861,-92.7372,16.9272
29861,-92.741,16.9347
29861,-92.7172,16.8961
30907,-82.0852,33.5229
30907,-92.3717,15.4064
30907,-92.3633,15.4128
30907,-92.3486,15.4047
30907,-92.4111,15.2397
30907,-92.3768,15.4051
30907,-92.3403,15.4139
30907,-92.3789,15.4028
30907,-92.363,15.4031
30907,-92.3692,15.3861
30813,-82.1982,33.4504
30813,-92.2741,15.0173
30813,-92.2928,14.9969
29047,-80.572,33.531
29047,-93.1373,16.7394
29116,-80.8246,33.4959
29102,-80.2116,33.6184
29001,-80.1788,33.7684
29801,-81.7194,33.553
29802,-81.7196,33.5604
29802,-92.5731,17.2281
29802,-92.5569,17.2464
31026,-83.377,33.3304
30678,-83.0802,33.4581
30269,-84.5635,33.3915
30270,-84.59,33.3968
30265,-84.7121,33.3958
30055,-83.7908,33.4314
30056,-83.7072,33.5149
30253,-84.1544,33.451
30290,-84.5914,33.4719
30281,-84.2165,33.5633
30236,-84.359,33.5242
30631,-82.8872,33.5708
30663,-83.6023,33.6163
30673,-82.7429,33.7265
30673,-92.4238,15.0094
30673,-92.4036,14.9936
30673,-92.504,14.96
30673,-92.4383,14.9788
30673,-92.408,14.9666
30673,-92.4375,14.9952
30638,-83.4201,33.7558
30638,-92.5403,15.2541
30015,-83.8602,33.5968
30015,-92.2266,16.3092
30015,-92.1789,16.2969
30094,-84.0683,33.6111
30038,-84.161,33.6823
30038,-92.1195,16.2513
30273,-84.2782,33.5808
30260,-84.3247,33.5849
30291,-84.5499,33.5832
30268,-84.679,33.5242
30297,-84.3745,33.6115
30320,-84.4236,33.6568
30337,-84.4618,33.6428
30272,-84.5163,33.6259
30025,-83.6835,33.6791
30012,-84.0021,33.7192
30316,-84.3339,33.7217
30133,-84.7446,33.6897
30133,-92.2386,15.6692
30133,-92.2725,15.6653
30133,-92.3094,15.6346
30133,-92.3154,15.6601
30133,-92.2809,15.6505
30315,-84.3808,33.7051
30343,-84.388,33.749
30310,-84.4232,33.7278
30030,-84.295,33.7699
30030,-92.1789,16.2969
30030,-92.1311,16.2069
30030,-92.1274,16.2463
30030,-92.1332,16.1876
30030,-92.1326,16.1869
30312,-84.3781,33.7467
30334,-84.3872,33.7489
30303,-84.3888,33.7525
31136,-84.3824,33.7473
31136,-106.2325,29.0004
31136,-106.209,28.7137
30314,-84.4255,33.7561
30313,-84.3935,33.7683
30306,-84.3514,33.786
30308,-84.3757,33.7718
30122,-84.6469,33.7655
30336,-84.5545,33.7406
30168,-84.5952,33.7838
30168,-91.9958,16.1281
30134,-84.7477,33.7606
30134,-92.2014,15.6322
30134,-92.2066,15.6436
30134,-92.2107,15.6709
30134,-92.2236,15.6547
30134,-92.2562,15.6161
30134,-92.2289,15.5864
30134,-92.2487,15.6352
30134,-92.2147,15.5917
30134,-92.2411,15.6033
29125,-80.4978,33.7642
29125,-93.2313,16.9251
29125,-93.2416,16.9198
29125,-93.221,16.9304
29152,-80.3415,33.9204
29044,-80.6996,33.9153
29044,-93.2789,16.7789
29044,-93.1373,16.7394
29205,-80.9997,33.9903
29033,-81.0671,33.9626
29071,-81.2362,33.9815
29201,-81.0334,34.0004
29218,-81.0348,34.0007
29218,-92.5901,16.6783
29218,-92.6388,16.7553
29169,-81.0888,33.995
29169,-93.0012,16.6965
29169,-92.9731,16.6626
29169,-93.0133,16.6506
29169,-93.0049,16.8963
29169,-93.0025,16.6354
29169,-93.0067,16.6736
29169,-93.007,16.6604
29824,-81.966,33.8056
29824,-92.6251,17.1389
29824,-92.7069,17.0992
29824,-92.7483,17.0922
29824,-92.7326,17.113
29824,-92.7421,17.0967
29824,-92.7078,17.1306
29824,-92.7342,17.1331
29824,-92.7622,17.1411
29824,-92.7131,17.1064
29824,-92.7572,17.0986
29824,-92.7339,17.095
29824,-92.7203,17.1369
29138,-81.7754,34.0175
29203,-81.0265,34.0635
29147,-80.9662,34.0907
29147,-93.4156,16.6681
29147,-93.2613,16.68
29229,-80.8892,34.1388
29212,-81.1796,34.0726
29054,-81.3914,33.9581
29054,-93.1605,16.7466
29054,-93.1373,16.7394
29177,-81.2601,34.1504
29177,-93.0056,16.8597
29666,-82.0292,34.1652
29620,-82.3785,34.1819
29620,-93.2142,17.1789
29620,-93.2529,17.0941
29620,-93.198,17.1126
29620,-93.2106,17.0937
29620,-93.1692,17.0653
29648,-82.1681,34.2124
30677,-83.408,33.8542
30677,-92.4889,15.0083
29840,-82.5324,34.0065
29840,-92.7426,17.0056
29840,-92.7413,17.0317
29840,-92.6847,17.0472
29840,-92.7269,17.0344
29840,-92.7215,17.0627
29840,-92.7392,17.0017
30605,-83.3525,33.9321
30605,-92.6186,15.3319
30605,-92.5304,15.3961
30605,-92.5334,15.448
30605,-92.5239,15.3983
30605,-92.5358,15.4708
30605,-92.5031,15.32
30605,-92.5033,15.4121
30605,-92.5094,15.3806
30605,-92.53,15.3833
30605,-92.5289,15.375
30605,-92.5172,15.4408
30612,-83.3891,33.9443
30602,-83.3724,33.9433
30609,-83.3774,33.9464
30603,-83.3779,33.9609
30603,-92.6347,15.3592
30603,-92.6189,15.3678
30603,-92.6158,15.3378
30603,-92.5882,15.3659
30603,-92.6092,15.3661
30087,-84.1702,33.8082
30047,-84.0725,33.8656
30079,-84.2585,33.7934
30036,-84.2963,33.7748
30036,-92.284,16.4647
30322,-84.3248,33.7952
30332,-84.398,33.7763
30309,-84.3883,33.7984
30363,-84.3992,33.791
30363,-92.615,16.1517
30363,-92.7964,16.0838
30363,-92.6009,15.9365
30363,-92.834,15.841
30363,-92.8187,16.0429
30363,-92.9003,15.9731
30363,-92.7714,15.9608
30363,-92.8322,16.2132
30363,-92.9224,16.107
30318,-84.4454,33.7865
30021,-84.2388,33.8101
30324,-84.3549,33.8206
30085,-84.2171,33.8545
30345,-84.287,33.8513
30329,-84.3214,33.8236
30326,-84.3582,33.8482
30319,-84.3351,33.8687
30339,-84.4629,33.8713
30327,-84.42,33.8627
30052,-83.8968,33.8769
30071,-84.1972,33.9381
30099,-84.105,33.9595
30099,-92.1372,16.229
30099,-92.1789,16.2969
30099,-92.1355,16.233
30099,-92.139,16.225
30049,-83.9922,33.9495
30048,-84.0379,33.9604
30346,-84.3334,33.9267
30360,-84.2716,33.9378
30360,-92.7694,16.0147
30360,-92.6896,16.1163
30360,-92.4574,15.9501
30360,-92.8187,16.0429
30360,-92.9792,15.9383
30360,-92.9717,15.9406
30360,-92.7,16.1
30092,-84.2216,33.9701
30063,-84.5112,33.9653
30063,-92.1622,16.2373
30063,-92.1568,16.2364
30063,-92.1559,16.2383
30063,-92.1583,16.2373
30060,-84.5403,33.9382
30060,-92.1681,16.2426
30006,-84.5499,33.9526
30350,-84.3411,33.9795
30350,-92.3701,16.3639
30077,-84.3616,34.0232
30077,-92.118,16.2269
30090,-84.5471,33.9525
30090,-92.1363,16.2248
30090,-92.1386,16.2259
30090,-92.134,16.2238
30635,-82.8448,34.1082
30635,-92.4981,15.2689
30635,-92.5214,15.2531
30635,-92.517,15.2551
30635,-92.513,15.2593
30635,-92.5208,15.253
30635,-92.5318,15.2413
30624,-83.0284,34.1919
30624,-92.5949,15.1849
30624,-92.6278,15.1306
30624,-92.6303,15.1625
30624,-92.6575,15.1463
30624,-92.6085,15.1312
30624,-92.6196,15.1654
30624,-92.6288,15.1646
30624,-92.6272,15.1484
30624,-92.6494,15.1428
30627,-83.0038,33.9852
30627,-92.6033,15.245
30627,-92.6014,15.2117
30627,-92.581,15.2259
30627,-92.5944,15.2078
30627,-92.6271,15.1682
30627,-92.6196,15.1654
30629,-83.122,34.0888
30549,-83.5708,34.1062
30634,-82.9434,34.1853
30634,-92.5258,15.2944
30634,-92.5162,15.2872
30634,-92.6196,15.1654
30634,-92.5151,15.2663
30634,-92.5027,15.2799
30634,-92.5211,15.3083
30529,-83.448,34.2134
30019,-83.8795,33.9883
30019,-92.2971,16.4781
30019,-92.143,16.237
30019,-92.22,16.3576
30019,-92.1789,16.2969
30519,-83.9308,34.0797
30519,-93.6907,15.997
30011,-83.8261,34.0191
30024,-84.0262,34.0425
30517,-83.7812,34.1389
30518,-83.9965,34.1124
30076,-84.3104,34.0213
30144,-84.6047,34.0287
30102,-84.5894,34.0707
30102,-92.2604,16.4202
30102,-92.1789,16.2969
30041,-84.1031,34.2037
30040,-84.158,34.2321
30040,-92.1275,16.2333
30502,-83.7949,34.213
30137,-84.757,34.12
30137,-92.3058,15.5928
30137,-92.2803,15.5675
30137,-92.2681,15.5933
30137,-92.2597,15.5583
30121,-84.7673,34.2079
30121,-92.4402,15.6801
30146,-84.4583,34.2429
30146,-92.1583,15.6664
30146,-92.1292,15.6881
30146,-92.1528,15.6919
30146,-92.1468,15.6821
28443,-77.6628,34.3879
28445,-77.555,34.4954
28512,-76.7402,34.6991
28557,-76.7531,34.7253
28557,-103.6446,19.2906
28516,-76.6228,34.758
28516,-103.6675,19.3192
28575,-76.8861,34.6885
28584,-77.135,34.6991
28594,-77.026,34.6662
28411,-77.8039,34.3033
28429,-77.9108,34.3236
28435,-78.0925,34.4497
29563,-79.1929,34.3445
29532,-79.8732,34.3003
28319,-79.0467,34.4088
28369,-79.031,34.4473
28438,-78.8947,34.4204
29536,-79.377,34.4146
28340,-79.1407,34.472
28340,-104.0631,18.9819
28444,-78.243,34.6769
28337,-78.5747,34.6471
28359,-79.0144,34.6077
28358,-79.0083,34.6293
28360,-79.1084,34.6697
28546,-77.3781,34.774
28574,-77.5863,34.8624
28520,-76.316,35.0082
28520,-103.5768,19.3643
27943,-75.6902,35.2193
27943,-102.718,26.084
27943,-103.1955,25.7708
27943,-103.1253,25.8819
27943,-103.13,25.8276
27943,-103.1017,25.8414
27943,-103.0998,25.8203
27943,-103.1114,25.8145
27943,-103.1315,25.8681
28571,-76.7015,35.0364
28563,-77.0634,35.1109
28519,-77.0208,35.1215
28509,-76.8022,35.1449
28509,-103.6632,19.26
28587,-76.6604,35.1913
28398,-78.031,35.018
28312,-78.7408,34.9549
28384,-78.9731,34.801
28377,-79.1636,34.8083
28329,-78.3233,34.9979
28309,-78.8429,35.0397
28308,-78.8943,35.0635
28310,-78.8038,35.0506
28310,-103.9324,19.0531
28301,-78.8836,35.0743
28395,-78.7249,35.1606
28311,-78.8982,35.1294
28302,-78.9088,35.0343
28303,-78.965,35.0742
28338,-79.7524,35.0914
28307,-79.0025,35.1416
28307,-103.9496,18.9656
28307,-103.9128,19.0006
28307,-103.9864,18.9306
28387,-79.3957,35.1697
28390,-78.9786,35.183
28374,-79.4732,35.1884
29550,-80.0842,34.3756
29550,-93.369,17.4544
29550,-93.394,17.4238
29550,-93.3364,17.4066
29550,-93.4767,17.4105
29130,-80.9288,34.3167
29130,-93.3106,16.9361
29130,-93.3158,16.7394
29130,-93.2608,16.7697
29130,-93.2381,16.7994
29130,-93.3639,16.8694
29130,-93.2735,16.7645
29130,-93.2947,16.7531
29130,-93.29,16.7974
29130,-93.3191,16.8666
29130,-93.285,16.7802
29130,-93.2819,16.7711
29130,-93.3141,16.7521
29130,-93.2528,16.8181
29130,-93.2297,16.7858
29130,-93.2478,16.8011
29130,-93.3517,16.8353
29130,-93.3067,16.7545
29130,-93.3444,16.8289
29130,-93.3242,16.8104
29130,-93.2247,16.7833
29639,-82.4002,34.3344
29355,-81.7773,34.3804
29355,-92.7478,16.7111
29355,-92.7444,16.7077
29355,-92.7411,16.7042
29325,-81.8772,34.4707
29325,-92.7064,16.8081
29325,-92.7261,16.8128
29325,-92.7333,16.8146
29325,-92.7198,16.8215
29325,-92.7172,16.8395
29325,-92.7153,16.8214
29325,-92.7258,16.825
29325,-92.7146,16.8289
29360,-82.0143,34.499
29360,-92.7647,16.7317
29360,-92.7915,16.7104
29360,-92.782,16.7219
29360,-92.7556,16.7356
29360,-92.779,16.735
29584,-80.065,34.5598
29718,-80.3639,34.6546
29706,-81.2186,34.7149
29706,-92.9185,17.4411
29706,-92.9111,17.4722
29706,-92.9247,17.4575
29706,-92.913,17.4512
29706,-92.8978,17.4339
29379,-81.6202,34.7269
29680,-82.2893,34.6962
29680,-93.1625,17.2167
29680,-93.1756,17.2161
29680,-93.1644,17.2262
29644,-82.2441,34.6578
29636,-82.3498,34.7682
29636,-93.2142,17.1789
29636,-93.2267,17.1558
29636,-93.2203,17.1847
29636,-93.1997,17.1758
29636,-93.2397,17.1706
29636,-93.2303,17.1764
29681,-82.255,34.7512
30553,-83.113,34.4528
30553,-93.0322,15.6468
30553,-93.0293,15.6056
30553,-93.0371,15.66
30553,-93.0387,15.6306
30538,-83.2587,34.5037
30501,-83.8256,34.3073
30554,-83.6663,34.3876
30554,-93.1176,15.5168
30028,-84.1796,34.2897
30028,-92.1356,16.2434
30534,-84.155,34.4537
30148,-84.303,34.4398
30148,-92.155,15.7336
30148,-92.1041,15.7235
30148,-92.1401,15.7756
30148,-92.1497,15.7514
30143,-84.4759,34.462
30143,-92.0422,15.6826
29627,-82.5101,34.5087
29627,-93.2333,17.0872
29627,-93.2264,17.0733
29627,-93.2429,17.0892
29627,-93.2342,17.0833
